ticker,ISIN,Date,totalwrds,partwrds,RVT,positivescore,negativescore,fearscore,findownscore,finupscore,finhypescore,finvolatilescore,certaintyscore,uncertaintyscore,positivePartscr,negativePartscr,fearPartscr,findownPartscr,finupPartscr,finhypePartscr,finvolatilePartscr,certaintyPartscr,uncertaintyPartscr
VZ,US92343V1044,2017-02-21 22:00:00,227,184,0.0006,0.0132,0.0176,0.0000,0.0176,0.0220,0.0132,0.0132,0.0132,0.0132,0.0163,0.0217,0.0000,0.0217,0.0272,0.0109,0.0163,0.0109,0.0109
VZ,US92343V1044,2017-02-22 08:00:00,1054,492,0.0040,0.0084,0.0517,0.0012,0.0062,0.0081,0.0196,0.0056,0.0162,0.0106,0.0037,0.0514,0.0025,0.0000,0.0086,0.0118,0.0086,0.0074,0.0148
VZ,US92343V1044,2017-02-22 15:00:00,897,764,0.0048,0.0252,0.0000,0.0000,0.0023,0.0107,0.0114,0.0023,0.0069,0.0023,0.0297,0.0000,0.0000,0.0000,0.0081,0.0135,0.0027,0.0081,0.0027
VZ,US92343V1044,2017-02-22 17:00:00,36,20,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500
VZ,US92343V1044,2017-02-22 18:00:00,40,0,0.0139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500
VZ,US92343V1044,2017-02-22 19:00:00,400,167,0.0047,0.0150,0.0550,0.0000,0.0125,0.0150,0.0225,0.0075,0.0125,0.0200,0.0060,0.0240,0.0000,0.0180,0.0120,0.0240,0.0120,0.0180,0.0299
VZ,US92343V1044,2017-02-22 23:00:00,585,463,0.0011,0.0222,0.0427,0.0000,0.0051,0.0068,0.0137,0.0000,0.0085,0.0120,0.0216,0.0497,0.0000,0.0065,0.0086,0.0108,0.0000,0.0065,0.0130
VZ,US92343V1044,2017-02-23 00:00:00,200,70,0.0026,0.0200,0.0250,0.0000,0.0000,0.0100,0.0300,0.0150,0.0250,0.0050,0.0000,0.0286,0.0000,0.0000,0.0000,0.0286,0.0143,0.0143,0.0143
VZ,US92343V1044,2017-02-23 06:00:00,959,701,0.0066,0.0198,0.0000,0.0000,0.0000,0.0104,0.0104,0.0021,0.0010,0.0052,0.0257,0.0000,0.0000,0.0000,0.0128,0.0143,0.0014,0.0000,0.0057
VZ,US92343V1044,2017-02-23 15:00:00,1319,758,0.0038,0.0206,0.0031,0.0000,0.0062,0.0150,0.0057,0.0072,0.0031,0.0031,0.0227,0.0027,0.0000,0.0027,0.0127,0.0100,0.0027,0.0054,0.0027
VZ,US92343V1044,2017-02-23 20:00:00,60,37,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270
VZ,US92343V1044,2017-02-25 00:00:00,188,127,0.0079,0.0053,0.0053,0.0000,0.0000,0.0053,0.0213,0.0372,0.0160,0.0319,0.0079,0.0079,0.0000,0.0000,0.0000,0.0236,0.0472,0.0236,0.0236
VZ,US92343V1044,2017-02-25 12:00:00,2592,592,0.0142,0.0194,0.0163,0.0008,0.0093,0.0310,0.0163,0.0155,0.0070,0.0124,0.0169,0.0236,0.0000,0.0169,0.0304,0.0135,0.0270,0.0068,0.0068
VZ,US92343V1044,2017-02-26 13:00:00,729,434,0.0541,0.0323,0.0070,0.0028,0.0070,0.0098,0.0175,0.0154,0.0056,0.0070,0.0263,0.0024,0.0000,0.0072,0.0096,0.0143,0.0119,0.0096,0.0048
VZ,US92343V1044,2017-02-27 16:00:00,563,212,0.0046,0.0129,0.0016,0.0000,0.0016,0.0081,0.0210,0.0129,0.0048,0.0032,0.0082,0.0000,0.0000,0.0041,0.0041,0.0123,0.0082,0.0000,0.0082
VZ,US92343V1044,2017-02-27 17:00:00,139,124,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0144,0.0000,0.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0161,0.0000,0.0161,0.0000
VZ,US92343V1044,2017-02-27 20:00:00,96,35,0.0045,0.0104,0.0208,0.0000,0.0313,0.0313,0.0000,0.0208,0.0000,0.0000,0.0286,0.0286,0.0000,0.0571,0.0857,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-27 22:00:00,373,348,0.0007,0.0000,0.0000,0.0000,0.0000,0.0027,0.0000,0.0027,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0000,0.0029,0.0086,0.0000
VZ,US92343V1044,2017-02-28 15:00:00,156,95,0.0012,0.0064,0.0128,0.0000,0.0000,0.0064,0.0128,0.0000,0.0000,0.0192,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-02-28 18:00:00,57,22,0.0022,0.0175,0.0000,0.0000,0.0175,0.0000,0.0175,0.0175,0.0175,0.0000,0.0455,0.0000,0.0000,0.0455,0.0000,0.0455,0.0000,0.0455,0.0000
VZ,US92343V1044,2017-02-28 21:00:00,99,71,0.0053,0.0303,0.0000,0.0000,0.0000,0.0101,0.0202,0.0000,0.0303,0.0101,0.0282,0.0000,0.0000,0.0000,0.0141,0.0282,0.0000,0.0141,0.0141
VZ,US92343V1044,2017-03-01 14:00:00,141,69,0.0024,0.0071,0.0000,0.0000,0.0000,0.0071,0.0142,0.0000,0.0142,0.0000,0.0145,0.0000,0.0000,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-01 15:00:00,587,434,0.0013,0.0358,0.0136,0.0000,0.0034,0.0187,0.0153,0.0102,0.0017,0.0034,0.0415,0.0115,0.0000,0.0023,0.0161,0.0138,0.0115,0.0023,0.0023
VZ,US92343V1044,2017-03-01 19:00:00,1432,508,0.0115,0.0154,0.0454,0.0000,0.0307,0.0182,0.0168,0.0021,0.0161,0.0175,0.0118,0.0472,0.0000,0.0413,0.0177,0.0177,0.0000,0.0197,0.0177
VZ,US92343V1044,2017-03-02 00:00:00,208,53,0.0041,0.0096,0.0625,0.0000,0.0096,0.0000,0.0144,0.0000,0.0096,0.0048,0.0000,0.0943,0.0000,0.0189,0.0000,0.0189,0.0000,0.0000,0.0189
VZ,US92343V1044,2017-03-02 15:00:00,156,95,0.0013,0.0064,0.0128,0.0000,0.0000,0.0064,0.0128,0.0000,0.0000,0.0192,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-02 16:00:00,85,21,0.0238,0.0000,0.0118,0.0000,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0476,0.0000,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-02 21:00:00,146,64,0.0052,0.0137,0.0342,0.0068,0.0479,0.0342,0.0137,0.0068,0.0068,0.0205,0.0156,0.0313,0.0156,0.0313,0.0313,0.0000,0.0000,0.0000,0.0156
VZ,US92343V1044,2017-03-03 08:00:00,172,79,0.0012,0.0000,0.1337,0.0000,0.0291,0.0000,0.0058,0.0116,0.0058,0.0058,0.0000,0.1392,0.0000,0.0253,0.0000,0.0000,0.0127,0.0000,0.0127
VZ,US92343V1044,2017-03-03 15:00:00,1245,557,0.0059,0.0088,0.0345,0.0000,0.0129,0.0080,0.0193,0.0000,0.0161,0.0281,0.0180,0.0305,0.0000,0.0108,0.0090,0.0180,0.0000,0.0162,0.0287
VZ,US92343V1044,2017-03-03 17:00:00,227,188,0.0137,0.0045,0.0045,0.0000,0.0000,0.0000,0.0135,0.0000,0.0045,0.0135,0.0057,0.0000,0.0000,0.0000,0.0000,0.0115,0.0000,0.0000,0.0172
VZ,US92343V1044,2017-03-03 18:00:00,141,128,0.0096,0.0000,0.0000,0.0000,0.0030,0.0000,0.0238,0.0000,0.0149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0000,0.0150,0.0000
VZ,US92343V1044,2017-03-03 22:00:00,1457,704,0.0043,0.0110,0.0309,0.0000,0.0185,0.0110,0.0165,0.0027,0.0130,0.0316,0.0099,0.0170,0.0000,0.0142,0.0170,0.0170,0.0057,0.0128,0.0298
VZ,US92343V1044,2017-03-04 07:00:00,377,57,0.0091,0.0080,0.0027,0.0000,0.0027,0.0106,0.0345,0.0106,0.0318,0.0080,0.0175,0.0000,0.0000,0.0000,0.0351,0.0526,0.0000,0.0351,0.0175
VZ,US92343V1044,2017-03-04 12:00:00,762,114,0.0065,0.0079,0.0026,0.0000,0.0026,0.0106,0.0343,0.0106,0.0317,0.0079,0.0175,0.0000,0.0000,0.0000,0.0351,0.0526,0.0000,0.0351,0.0175
VZ,US92343V1044,2017-03-06 13:00:00,2040,1680,0.0027,0.0005,0.0000,0.0000,0.0000,0.0034,0.0010,0.0000,0.0000,0.0010,0.0006,0.0000,0.0000,0.0000,0.0036,0.0012,0.0000,0.0000,0.0012
VZ,US92343V1044,2017-03-06 16:00:00,425,361,0.0089,0.0159,0.0024,0.0000,0.0000,0.0061,0.0147,0.0049,0.0036,0.0098,0.0160,0.0029,0.0000,0.0000,0.0073,0.0175,0.0029,0.0029,0.0117
VZ,US92343V1044,2017-03-06 20:00:00,680,287,0.0087,0.0044,0.0132,0.0000,0.0044,0.0000,0.0191,0.0000,0.0176,0.0235,0.0070,0.0105,0.0000,0.0070,0.0000,0.0244,0.0000,0.0209,0.0244
VZ,US92343V1044,2017-03-06 22:00:00,20,13,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-07 04:00:00,911,213,0.0149,0.0110,0.0143,0.0022,0.0077,0.0307,0.0154,0.0143,0.0099,0.0055,0.0188,0.0282,0.0047,0.0188,0.0376,0.0235,0.0141,0.0188,0.0094
VZ,US92343V1044,2017-03-07 06:00:00,396,364,0.0714,0.0101,0.0051,0.0000,0.0000,0.0076,0.0025,0.0051,0.0000,0.0025,0.0110,0.0055,0.0000,0.0000,0.0055,0.0027,0.0055,0.0000,0.0027
VZ,US92343V1044,2017-03-07 18:00:00,315,273,0.0075,0.0349,0.0000,0.0000,0.0000,0.0190,0.0190,0.0063,0.0063,0.0063,0.0330,0.0000,0.0000,0.0000,0.0183,0.0220,0.0073,0.0037,0.0073
VZ,US92343V1044,2017-03-08 14:00:00,57,8,0.0012,0.0000,0.0526,0.0000,0.0000,0.0175,0.0175,0.0000,0.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-08 19:00:00,66,22,0.0032,0.0000,0.0000,0.0000,0.0000,0.0152,0.0152,0.0152,0.0000,0.0152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0455,0.0000,0.0000,0.0455
VZ,US92343V1044,2017-03-08 20:00:00,387,99,0.0035,0.0310,0.0078,0.0000,0.0052,0.0207,0.0207,0.0052,0.0103,0.0284,0.0404,0.0000,0.0000,0.0101,0.0303,0.0303,0.0101,0.0202,0.0303
VZ,US92343V1044,2017-03-09 17:00:00,83,66,0.0038,0.0000,0.0843,0.0000,0.0000,0.0000,0.0000,0.0120,0.0000,0.0000,0.0000,0.1061,0.0000,0.0000,0.0000,0.0000,0.0152,0.0000,0.0000
VZ,US92343V1044,2017-03-10 17:00:00,376,83,0.0037,0.0106,0.0213,0.0000,0.0213,0.0452,0.0027,0.0053,0.0027,0.0027,0.0120,0.0000,0.0000,0.0120,0.0602,0.0120,0.0000,0.0120,0.0000
VZ,US92343V1044,2017-03-10 19:00:00,548,382,0.0146,0.0379,0.0054,0.0000,0.0000,0.0144,0.0343,0.0000,0.0288,0.0018,0.0412,0.0026,0.0000,0.0000,0.0129,0.0283,0.0000,0.0257,0.0000
VZ,US92343V1044,2017-03-10 20:00:00,60,37,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0270
VZ,US92343V1044,2017-03-13 07:00:00,1150,203,0.0041,0.0122,0.0278,0.0052,0.0130,0.0130,0.0200,0.0191,0.0035,0.0322,0.0246,0.0394,0.0099,0.0099,0.0000,0.0099,0.0099,0.0000,0.0099
VZ,US92343V1044,2017-03-13 11:00:00,7,0,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0246,0.0394,0.0099,0.0099,0.0000,0.0099,0.0099,0.0000,0.0099
VZ,US92343V1044,2017-03-13 13:00:00,1450,879,0.0090,0.0072,0.0112,0.0006,0.0012,0.0050,0.0274,0.0003,0.0190,0.0187,0.0096,0.0090,0.0000,0.0021,0.0075,0.0150,0.0005,0.0102,0.0091
VZ,US92343V1044,2017-03-13 14:00:00,83,25,0.0018,0.0000,0.0000,0.0000,0.0120,0.0000,0.0482,0.0000,0.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-13 15:00:00,267,163,0.0059,0.0075,0.0075,0.0000,0.0000,0.0000,0.0449,0.0000,0.0449,0.0000,0.0123,0.0123,0.0000,0.0000,0.0000,0.0245,0.0000,0.0245,0.0000
VZ,US92343V1044,2017-03-13 16:00:00,674,352,0.0057,0.0089,0.0356,0.0030,0.0000,0.0119,0.0178,0.0059,0.0119,0.0059,0.0000,0.0455,0.0000,0.0000,0.0114,0.0114,0.0057,0.0114,0.0057
VZ,US92343V1044,2017-03-13 18:00:00,340,98,0.0038,0.0059,0.0118,0.0029,0.0088,0.0029,0.0441,0.0059,0.0412,0.0088,0.0102,0.0102,0.0000,0.0102,0.0000,0.0204,0.0102,0.0204,0.0102
VZ,US92343V1044,2017-03-13 19:00:00,475,267,0.0132,0.0021,0.0249,0.0000,0.0042,0.0021,0.0290,0.0021,0.0042,0.0042,0.0036,0.0213,0.0000,0.0036,0.0036,0.0213,0.0000,0.0036,0.0036
VZ,US92343V1044,2017-03-13 21:00:00,1735,764,0.0080,0.0086,0.0202,0.0000,0.0115,0.0110,0.0202,0.0023,0.0161,0.0190,0.0105,0.0262,0.0000,0.0170,0.0157,0.0157,0.0039,0.0079,0.0236
VZ,US92343V1044,2017-03-14 07:00:00,672,350,0.0156,0.0094,0.0321,0.0022,0.0017,0.0072,0.0227,0.0044,0.0166,0.0083,0.0036,0.0404,0.0000,0.0036,0.0067,0.0129,0.0046,0.0116,0.0095
VZ,US92343V1044,2017-03-14 18:00:00,1316,552,0.0120,0.0091,0.0334,0.0000,0.0122,0.0076,0.0182,0.0000,0.0144,0.0266,0.0199,0.0308,0.0000,0.0109,0.0091,0.0181,0.0000,0.0145,0.0290
VZ,US92343V1044,2017-03-14 21:00:00,1081,466,0.0039,0.0120,0.0379,0.0000,0.0083,0.0037,0.0139,0.0028,0.0130,0.0259,0.0086,0.0150,0.0000,0.0021,0.0064,0.0150,0.0021,0.0129,0.0300
VZ,US92343V1044,2017-03-15 15:00:00,229,83,0.0026,0.0349,0.0218,0.0000,0.0044,0.0437,0.0218,0.0000,0.0044,0.0087,0.0120,0.0241,0.0000,0.0000,0.0000,0.0241,0.0000,0.0120,0.0120
VZ,US92343V1044,2017-03-15 16:00:00,104,58,0.0028,0.0096,0.0577,0.0000,0.0000,0.0096,0.0000,0.0000,0.0000,0.0000,0.0172,0.0517,0.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-15 17:00:00,250,94,0.0029,0.0000,0.0480,0.0000,0.0120,0.0040,0.0000,0.0040,0.0040,0.0160,0.0000,0.0638,0.0000,0.0106,0.0000,0.0000,0.0106,0.0000,0.0000
VZ,US92343V1044,2017-03-15 19:00:00,518,410,0.0261,0.0160,0.0018,0.0000,0.0018,0.0018,0.0134,0.0000,0.0062,0.0071,0.0158,0.0000,0.0000,0.0023,0.0023,0.0147,0.0000,0.0056,0.0068
VZ,US92343V1044,2017-03-17 11:00:00,388,182,0.0018,0.0077,0.0773,0.0052,0.0077,0.0026,0.0077,0.0026,0.0052,0.0052,0.0165,0.1044,0.0055,0.0110,0.0055,0.0110,0.0055,0.0055,0.0000
VZ,US92343V1044,2017-03-17 12:00:00,809,352,0.0020,0.0074,0.0729,0.0049,0.0074,0.0037,0.0074,0.0025,0.0062,0.0049,0.0142,0.0966,0.0057,0.0114,0.0028,0.0085,0.0057,0.0085,0.0000
VZ,US92343V1044,2017-03-17 14:00:00,485,193,0.0038,0.0044,0.0022,0.0022,0.0000,0.0000,0.0311,0.0000,0.0267,0.0022,0.0060,0.0060,0.0000,0.0000,0.0000,0.0120,0.0000,0.0060,0.0060
VZ,US92343V1044,2017-03-17 19:00:00,826,328,0.0093,0.0097,0.0751,0.0048,0.0073,0.0073,0.0073,0.0024,0.0073,0.0048,0.0183,0.0976,0.0061,0.0122,0.0061,0.0061,0.0061,0.0122,0.0000
VZ,US92343V1044,2017-03-17 21:00:00,1239,736,0.0085,0.0050,0.0125,0.0009,0.0009,0.0050,0.0233,0.0000,0.0158,0.0167,0.0057,0.0099,0.0014,0.0014,0.0057,0.0099,0.0000,0.0099,0.0000
VZ,US92343V1044,2017-03-20 00:00:00,414,200,0.0278,0.0072,0.0024,0.0000,0.0024,0.0048,0.0266,0.0048,0.0217,0.0024,0.0050,0.0000,0.0000,0.0050,0.0000,0.0350,0.0050,0.0350,0.0000
VZ,US92343V1044,2017-03-20 07:00:00,378,184,0.0035,0.0079,0.0026,0.0000,0.0026,0.0053,0.0291,0.0053,0.0238,0.0026,0.0054,0.0000,0.0000,0.0054,0.0000,0.0380,0.0054,0.0380,0.0000
VZ,US92343V1044,2017-03-20 13:00:00,1101,666,0.0065,0.0065,0.0098,0.0011,0.0016,0.0038,0.0233,0.0000,0.0146,0.0184,0.0073,0.0037,0.0019,0.0019,0.0046,0.0137,0.0000,0.0129,0.0009
VZ,US92343V1044,2017-03-20 19:00:00,7,0,0.0083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0037,0.0019,0.0019,0.0046,0.0137,0.0000,0.0129,0.0009
VZ,US92343V1044,2017-03-21 16:00:00,293,192,0.0045,0.0036,0.0399,0.0000,0.0000,0.0018,0.0109,0.0036,0.0036,0.0036,0.0000,0.0525,0.0000,0.0000,0.0000,0.0116,0.0058,0.0058,0.0058
VZ,US92343V1044,2017-03-22 12:00:00,478,270,0.0025,0.0112,0.0000,0.0000,0.0000,0.0022,0.0290,0.0022,0.0089,0.0022,0.0082,0.0000,0.0000,0.0000,0.0000,0.0287,0.0000,0.0082,0.0041
VZ,US92343V1044,2017-03-22 17:00:00,382,257,0.0061,0.0344,0.0000,0.0000,0.0000,0.0115,0.0273,0.0086,0.0115,0.0029,0.0353,0.0000,0.0000,0.0000,0.0088,0.0353,0.0044,0.0177,0.0044
VZ,US92343V1044,2017-03-22 19:00:00,705,392,0.0044,0.0071,0.0397,0.0043,0.0113,0.0142,0.0156,0.0142,0.0057,0.0085,0.0051,0.0434,0.0026,0.0102,0.0128,0.0077,0.0179,0.0026,0.0051
VZ,US92343V1044,2017-03-22 22:00:00,240,159,0.0011,0.0000,0.0417,0.0083,0.0167,0.0083,0.0250,0.0125,0.0000,0.0167,0.0000,0.0440,0.0063,0.0252,0.0000,0.0126,0.0063,0.0000,0.0063
VZ,US92343V1044,2017-03-22 23:00:00,240,159,0.0041,0.0000,0.0417,0.0083,0.0167,0.0083,0.0250,0.0125,0.0000,0.0167,0.0000,0.0440,0.0063,0.0252,0.0000,0.0126,0.0063,0.0000,0.0063
VZ,US92343V1044,2017-03-23 00:00:00,711,391,0.0069,0.0070,0.0422,0.0042,0.0113,0.0155,0.0155,0.0155,0.0056,0.0084,0.0051,0.0435,0.0026,0.0102,0.0128,0.0077,0.0179,0.0026,0.0051
VZ,US92343V1044,2017-03-23 01:00:00,711,391,0.0093,0.0070,0.0422,0.0042,0.0113,0.0155,0.0155,0.0155,0.0056,0.0084,0.0051,0.0435,0.0026,0.0102,0.0128,0.0077,0.0179,0.0026,0.0051
VZ,US92343V1044,2017-03-23 07:00:00,695,391,0.0043,0.0053,0.0458,0.0044,0.0141,0.0141,0.0150,0.0176,0.0035,0.0097,0.0031,0.0486,0.0031,0.0125,0.0141,0.0063,0.0219,0.0016,0.0047
VZ,US92343V1044,2017-03-23 12:00:00,662,126,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-23 13:00:00,384,240,0.0027,0.0140,0.0112,0.0028,0.0028,0.0028,0.0364,0.0000,0.0140,0.0476,0.0136,0.0090,0.0045,0.0045,0.0045,0.0226,0.0000,0.0090,0.0136
VZ,US92343V1044,2017-03-23 15:00:00,477,196,0.0037,0.0210,0.0335,0.0084,0.0126,0.0168,0.0168,0.0084,0.0084,0.0210,0.0408,0.0408,0.0204,0.0000,0.0204,0.0204,0.0102,0.0204,0.0204
VZ,US92343V1044,2017-03-23 18:00:00,530,333,0.0071,0.0193,0.0064,0.0000,0.0022,0.0075,0.0172,0.0043,0.0022,0.0043,0.0268,0.0000,0.0000,0.0034,0.0067,0.0168,0.0067,0.0034,0.0067
VZ,US92343V1044,2017-03-24 19:00:00,960,312,0.0047,0.0052,0.0427,0.0010,0.0094,0.0063,0.0198,0.0146,0.0052,0.0156,0.0000,0.0513,0.0032,0.0096,0.0032,0.0224,0.0288,0.0000,0.0160
VZ,US92343V1044,2017-03-24 20:00:00,93,48,0.0071,0.0108,0.0538,0.0108,0.0323,0.0108,0.0000,0.0108,0.0000,0.0000,0.0208,0.0625,0.0208,0.0625,0.0208,0.0000,0.0208,0.0000,0.0000
VZ,US92343V1044,2017-03-25 11:00:00,712,194,0.0061,0.0190,0.0228,0.0000,0.0085,0.0104,0.0456,0.0076,0.0171,0.0428,0.0311,0.0207,0.0000,0.0103,0.0103,0.0621,0.0000,0.0207,0.0414
VZ,US92343V1044,2017-03-28 19:00:00,144,45,0.0090,0.0208,0.0417,0.0000,0.0069,0.0000,0.0069,0.0069,0.0208,0.0208,0.0222,0.0667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222,0.0222
VZ,US92343V1044,2017-03-28 23:00:00,808,246,0.0074,0.0074,0.0322,0.0000,0.0099,0.0050,0.0173,0.0074,0.0050,0.0050,0.0000,0.0163,0.0000,0.0163,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-29 07:00:00,538,178,0.0017,0.0180,0.0300,0.0010,0.0050,0.0120,0.0180,0.0100,0.0000,0.0080,0.0146,0.0496,0.0000,0.0058,0.0175,0.0233,0.0117,0.0000,0.0000
VZ,US92343V1044,2017-03-29 11:00:00,684,248,0.0014,0.0044,0.0175,0.0000,0.0058,0.0044,0.0161,0.0058,0.0132,0.0073,0.0081,0.0121,0.0000,0.0040,0.0081,0.0081,0.0000,0.0040,0.0000
VZ,US92343V1044,2017-03-29 12:00:00,793,368,0.0027,0.0139,0.0252,0.0025,0.0025,0.0076,0.0126,0.0063,0.0113,0.0088,0.0136,0.0190,0.0027,0.0000,0.0109,0.0136,0.0082,0.0109,0.0109
VZ,US92343V1044,2017-03-29 13:00:00,709,333,0.0011,0.0141,0.0282,0.0028,0.0028,0.0071,0.0127,0.0071,0.0113,0.0099,0.0120,0.0210,0.0030,0.0000,0.0090,0.0150,0.0090,0.0120,0.0120
VZ,US92343V1044,2017-03-29 16:00:00,710,380,0.0027,0.0163,0.0037,0.0000,0.0089,0.0067,0.0215,0.0045,0.0045,0.0030,0.0200,0.0000,0.0000,0.0114,0.0057,0.0114,0.0028,0.0028,0.0028
VZ,US92343V1044,2017-03-29 21:00:00,90,35,0.0015,0.0222,0.0444,0.0000,0.0000,0.0111,0.0222,0.0111,0.0222,0.0111,0.0000,0.0857,0.0000,0.0000,0.0000,0.0286,0.0286,0.0286,0.0000
VZ,US92343V1044,2017-03-30 11:00:00,1126,560,0.0027,0.0036,0.0160,0.0000,0.0036,0.0053,0.0249,0.0053,0.0107,0.0124,0.0036,0.0107,0.0000,0.0036,0.0036,0.0214,0.0071,0.0143,0.0036
VZ,US92343V1044,2017-03-30 13:00:00,531,464,0.0023,0.0221,0.0140,0.0000,0.0040,0.0150,0.0120,0.0020,0.0080,0.0161,0.0254,0.0162,0.0000,0.0046,0.0173,0.0115,0.0023,0.0092,0.0069
VZ,US92343V1044,2017-03-30 14:00:00,571,287,0.0010,0.0035,0.0158,0.0000,0.0035,0.0035,0.0245,0.0053,0.0105,0.0123,0.0035,0.0105,0.0000,0.0035,0.0035,0.0209,0.0070,0.0139,0.0035
VZ,US92343V1044,2017-03-30 15:00:00,650,471,0.0024,0.0347,0.0000,0.0000,0.0081,0.0081,0.0129,0.0000,0.0032,0.0032,0.0439,0.0000,0.0000,0.0045,0.0090,0.0090,0.0000,0.0045,0.0023
VZ,US92343V1044,2017-03-30 17:00:00,178,81,0.0022,0.0112,0.0000,0.0000,0.0281,0.0393,0.0000,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0370,0.0000,0.0123,0.0000,0.0000
VZ,US92343V1044,2017-03-31 07:00:00,563,280,0.0007,0.0036,0.0160,0.0000,0.0036,0.0053,0.0249,0.0053,0.0107,0.0124,0.0036,0.0107,0.0000,0.0036,0.0036,0.0214,0.0071,0.0143,0.0036
VZ,US92343V1044,2017-03-31 12:00:00,611,214,0.0012,0.0033,0.0196,0.0033,0.0115,0.0082,0.0098,0.0115,0.0016,0.0082,0.0000,0.0187,0.0047,0.0140,0.0047,0.0047,0.0093,0.0000,0.0047
VZ,US92343V1044,2017-03-31 13:00:00,655,525,0.0146,0.0165,0.0008,0.0000,0.0000,0.0126,0.0307,0.0039,0.0283,0.0023,0.0200,0.0010,0.0000,0.0000,0.0130,0.0290,0.0050,0.0270,0.0020
VZ,US92343V1044,2017-03-31 14:00:00,167,13,0.0022,0.0000,0.0212,0.0000,0.0106,0.0247,0.0248,0.0141,0.0177,0.0106,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-03-31 15:00:00,87,36,0.0025,0.0063,0.0253,0.0032,0.0127,0.0063,0.0127,0.0127,0.0064,0.0095,0.0115,0.0230,0.0057,0.0172,0.0057,0.0115,0.0057,0.0000,0.0115
VZ,US92343V1044,2017-03-31 17:00:00,81,49,0.0025,0.0000,0.0000,0.0000,0.0123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000
VZ,US92343V1044,2017-04-03 12:00:00,1170,762,0.0038,0.0017,0.0000,0.0000,0.0009,0.0043,0.0017,0.0000,0.0000,0.0017,0.0026,0.0000,0.0000,0.0013,0.0052,0.0026,0.0000,0.0000,0.0026
VZ,US92343V1044,2017-04-03 22:00:00,499,345,0.0061,0.0000,0.0080,0.0000,0.0040,0.0000,0.0361,0.0040,0.0361,0.0040,0.0000,0.0058,0.0000,0.0058,0.0000,0.0348,0.0058,0.0348,0.0000
VZ,US92343V1044,2017-04-04 16:00:00,1550,498,0.0336,0.0187,0.0329,0.0045,0.0174,0.0310,0.0110,0.0052,0.0103,0.0155,0.0100,0.0181,0.0000,0.0141,0.0221,0.0100,0.0000,0.0100,0.0281
